prediction_time,Province,selected_model_1h,selected_model_status_1h,selected_model_6h,selected_risk_score_6h,selected_risk_percentile_6h,selected_risk_level_6h,selected_model_status_6h,selected_model_24h,selected_risk_score_24h,selected_risk_percentile_24h,selected_risk_level_24h,selected_model_status_24h,planned_known_now,planned_known_next_1h,planned_known_next_6h,planned_known_next_24h,hours_to_next_known_planned_outage
2024-01-02 09:00:00,ANTANANARIVO,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0069381287075766,33.243921926720695,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0267558587457235,28.626869078872275,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 09:00:00,ANTSIRANANA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0078973080463826,57.50485104440133,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0014095025051181,76.92044287181828,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 09:00:00,FIANARANTSOA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0117806182761667,90.62321652779364,MODERATE,EXPERIMENTAL,RANDOM_FOREST,0.0,33.74614770003424,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 09:00:00,MAHAJANGA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.3073319655758314,85.78929345965072,MODERATE,EXPERIMENTAL,RANDOM_FOREST,0.2928358527496046,29.186165962789637,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 09:00:00,TOAMASINA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0264614908202061,59.55941102613856,LOW,EXPERIMENTAL,RANDOM_FOREST,0.4196350072763947,49.982878666818856,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 09:00:00,TOLIARY,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0076040748967315,48.2365026823422,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0031487783652027,81.16653350074192,MODERATE,MVP_CANDIDATE,0,0,0,0,
2024-01-02 10:00:00,ANTANANARIVO,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0067634033865972,32.38214815660313,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0904087848820568,47.58589202145874,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 10:00:00,ANTSIRANANA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0078003259776312,55.513069284328274,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0014095025051181,76.92044287181828,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 10:00:00,FIANARANTSOA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0061852455290979,68.33124072594453,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0,33.74614770003424,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 10:00:00,MAHAJANGA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.1675740578678501,78.712475744778,LOW,EXPERIMENTAL,RANDOM_FOREST,0.2418622636307077,21.65277936308641,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 10:00:00,TOAMASINA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0668613137379358,77.27428375756192,LOW,EXPERIMENTAL,RANDOM_FOREST,0.4722326728218678,60.26709279762584,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 10:00:00,TOLIARY,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0076756768780626,49.71464444698094,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0,30.92112772514553,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 11:00:00,ANTANANARIVO,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0063532818848627,25.311037552790776,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0959137133846433,47.93973290720238,LOW,MVP_CANDIDATE,0,0,0,0,
