Province,horizon,quantile,percentile,score_value
ANTANANARIVO,6h,0.0,0.0,0.0049984226105927
ANTANANARIVO,6h,0.01,1.0,0.00519381975441488
ANTANANARIVO,6h,0.02,2.0,0.005252798407748
ANTANANARIVO,6h,0.03,3.0,0.0053148200295833
ANTANANARIVO,6h,0.04,4.0,0.0053501573170962
ANTANANARIVO,6h,0.05,5.0,0.0053923216773105
ANTANANARIVO,6h,0.06,6.0,0.00549109167346586
ANTANANARIVO,6h,0.07,7.000000000000001,0.00560738298909804
ANTANANARIVO,6h,0.08,8.0,0.00569494703925302
ANTANANARIVO,6h,0.09,9.0,0.0058019146896207
ANTANANARIVO,6h,0.1,10.0,0.0058209470105435
ANTANANARIVO,6h,0.11,11.0,0.0058546377760015
ANTANANARIVO,6h,0.12,12.0,0.0058920095233981
ANTANANARIVO,6h,0.13,13.0,0.0059149877454161
ANTANANARIVO,6h,0.14,14.000000000000002,0.0059401048845606
ANTANANARIVO,6h,0.15,15.0,0.0059435738259456
ANTANANARIVO,6h,0.16,16.0,0.0059815591549913
ANTANANARIVO,6h,0.17,17.0,0.0060064988196688
ANTANANARIVO,6h,0.18,18.0,0.0060277943188466
ANTANANARIVO,6h,0.19,19.0,0.0060337156681497
ANTANANARIVO,6h,0.2,20.0,0.0060730487402965
ANTANANARIVO,6h,0.21,21.0,0.0061066472506962
ANTANANARIVO,6h,0.22,22.0,0.0061402281571326
ANTANANARIVO,6h,0.23,23.0,0.0061656667644937
ANTANANARIVO,6h,0.24,24.0,0.006201301029286
ANTANANARIVO,6h,0.25,25.0,0.0063240870477317
ANTANANARIVO,6h,0.26,26.0,0.0063883209572064
ANTANANARIVO,6h,0.27,27.0,0.00646206267982856
ANTANANARIVO,6h,0.28,28.000000000000004,0.0064821697364421
ANTANANARIVO,6h,0.29,28.999999999999996,0.0065011728471811
ANTANANARIVO,6h,0.3,30.0,0.0065217363071637
ANTANANARIVO,6h,0.31,31.0,0.0065933415349329
ANTANANARIVO,6h,0.32,32.0,0.0067413668931347
ANTANANARIVO,6h,0.33,33.0,0.006926300127853921
ANTANANARIVO,6h,0.34,34.0,0.007103443321695541
ANTANANARIVO,6h,0.35000000000000003,35.0,0.007462880161460701
ANTANANARIVO,6h,0.36,36.0,0.00768765229688538
ANTANANARIVO,6h,0.37,37.0,0.0079713448023506
ANTANANARIVO,6h,0.38,38.0,0.0081312063032795
ANTANANARIVO,6h,0.39,39.0,0.0081996771977127
ANTANANARIVO,6h,0.4,40.0,0.0082768232809095
ANTANANARIVO,6h,0.41000000000000003,41.0,0.008345972110177461
ANTANANARIVO,6h,0.42,42.0,0.0085583414217618
ANTANANARIVO,6h,0.43,43.0,0.0087442553655988
ANTANANARIVO,6h,0.44,44.0,0.0089573862721575
ANTANANARIVO,6h,0.45,45.0,0.0090896290906048
ANTANANARIVO,6h,0.46,46.0,0.0091882263117159
ANTANANARIVO,6h,0.47000000000000003,47.0,0.0094010440026662
ANTANANARIVO,6h,0.48,48.0,0.0095053753089238
ANTANANARIVO,6h,0.49,49.0,0.00971457206210024
ANTANANARIVO,6h,0.5,50.0,0.0099473561817115
ANTANANARIVO,6h,0.51,51.0,0.010447667812607702
ANTANANARIVO,6h,0.52,52.0,0.011007574659605014
ANTANANARIVO,6h,0.53,53.0,0.0120722969824134
ANTANANARIVO,6h,0.54,54.0,0.0125509492751587
ANTANANARIVO,6h,0.55,55.00000000000001,0.0130697204143121
ANTANANARIVO,6h,0.56,56.00000000000001,0.013575581784297802
ANTANANARIVO,6h,0.5700000000000001,57.00000000000001,0.014037281787998464
ANTANANARIVO,6h,0.58,57.99999999999999,0.014672598370773676
ANTANANARIVO,6h,0.59,59.0,0.015202238804758078
ANTANANARIVO,6h,0.6,60.0,0.0157262767173081
ANTANANARIVO,6h,0.61,61.0,0.016414727802940697
ANTANANARIVO,6h,0.62,62.0,0.016921496951277
ANTANANARIVO,6h,0.63,63.0,0.017468628879336385
ANTANANARIVO,6h,0.64,64.0,0.0179968981547795
ANTANANARIVO,6h,0.65,65.0,0.0184779755504352
ANTANANARIVO,6h,0.66,66.0,0.01917213005629862
ANTANANARIVO,6h,0.67,67.0,0.019778437437681463
ANTANANARIVO,6h,0.68,68.0,0.020677496317236446
ANTANANARIVO,6h,0.6900000000000001,69.0,0.0215911362746545
ANTANANARIVO,6h,0.7000000000000001,70.0,0.0223616294152466
ANTANANARIVO,6h,0.71,71.0,0.023137136076344954
ANTANANARIVO,6h,0.72,72.0,0.0247183411384363
ANTANANARIVO,6h,0.73,73.0,0.026261101363239
ANTANANARIVO,6h,0.74,74.0,0.0274704224968185
ANTANANARIVO,6h,0.75,75.0,0.0291687888278899
ANTANANARIVO,6h,0.76,76.0,0.03109806550349808
ANTANANARIVO,6h,0.77,77.0,0.03322719694151442
ANTANANARIVO,6h,0.78,78.0,0.035905002892244256
ANTANANARIVO,6h,0.79,79.0,0.04001984885261366
ANTANANARIVO,6h,0.8,80.0,0.0442094961124834
ANTANANARIVO,6h,0.81,81.0,0.0467742921722475
ANTANANARIVO,6h,0.8200000000000001,82.0,0.04960283325954515
ANTANANARIVO,6h,0.8300000000000001,83.0,0.0522578181054591
ANTANANARIVO,6h,0.84,84.0,0.058732233595090756
ANTANANARIVO,6h,0.85,85.0,0.0656326657369822
ANTANANARIVO,6h,0.86,86.0,0.07295498132138813
ANTANANARIVO,6h,0.87,87.0,0.08493053050721448
ANTANANARIVO,6h,0.88,88.0,0.09671394551439914
ANTANANARIVO,6h,0.89,89.0,0.1074180723729648
ANTANANARIVO,6h,0.9,90.0,0.1202110274949584
ANTANANARIVO,6h,0.91,91.0,0.13635388292411782
ANTANANARIVO,6h,0.92,92.0,0.15374959797359763
ANTANANARIVO,6h,0.93,93.0,0.18305418525131176
ANTANANARIVO,6h,0.9400000000000001,94.0,0.22053500402313836
ANTANANARIVO,6h,0.9500000000000001,95.0,0.3103813101107038
ANTANANARIVO,6h,0.96,96.0,0.38819621828184925
ANTANANARIVO,6h,0.97,97.0,0.45261718419218133
ANTANANARIVO,6h,0.98,98.0,0.5310975737558848
ANTANANARIVO,6h,0.99,99.0,0.637585771191958
ANTANANARIVO,6h,1.0,100.0,0.9719772980557388
ANTANANARIVO,24h,0.0,0.0,0.0020548343054105
ANTANANARIVO,24h,0.01,1.0,0.00709979922523284
ANTANANARIVO,24h,0.02,2.0,0.008851490865764
ANTANANARIVO,24h,0.03,3.0,0.01005600261633724
ANTANANARIVO,24h,0.04,4.0,0.01078366977189294
ANTANANARIVO,24h,0.05,5.0,0.0112680687604062
ANTANANARIVO,24h,0.06,6.0,0.0118656029780097
ANTANANARIVO,24h,0.07,7.000000000000001,0.01260409374716804
ANTANANARIVO,24h,0.08,8.0,0.013671241896204861
ANTANANARIVO,24h,0.09,9.0,0.0147403795334377
ANTANANARIVO,24h,0.1,10.0,0.0156111802345059
ANTANANARIVO,24h,0.11,11.0,0.01647726942080116
ANTANANARIVO,24h,0.12,12.0,0.01728068400729466
ANTANANARIVO,24h,0.13,13.0,0.01780056051720492
ANTANANARIVO,24h,0.14,14.000000000000002,0.018310375646235482
ANTANANARIVO,24h,0.15,15.0,0.0190260628768696
ANTANANARIVO,24h,0.16,16.0,0.019632841847447582
ANTANANARIVO,24h,0.17,17.0,0.019953752779504
ANTANANARIVO,24h,0.18,18.0,0.020528554389975882
ANTANANARIVO,24h,0.19,19.0,0.0210348338605851
ANTANANARIVO,24h,0.2,20.0,0.0214318633860776
ANTANANARIVO,24h,0.21,21.0,0.02191269962010176
ANTANANARIVO,24h,0.22,22.0,0.02246369424737262
ANTANANARIVO,24h,0.23,23.0,0.0229004511809396
ANTANANARIVO,24h,0.24,24.0,0.0234739238163202
ANTANANARIVO,24h,0.25,25.0,0.0242132993619632
ANTANANARIVO,24h,0.26,26.0,0.024799587827313136
ANTANANARIVO,24h,0.27,27.0,0.025636399859264362
ANTANANARIVO,24h,0.28,28.000000000000004,0.026292765781073122
ANTANANARIVO,24h,0.29,28.999999999999996,0.027082709404914897
ANTANANARIVO,24h,0.3,30.0,0.027806880757553
ANTANANARIVO,24h,0.31,31.0,0.028551693785106597
ANTANANARIVO,24h,0.32,32.0,0.029345547388269343
ANTANANARIVO,24h,0.33,33.0,0.030471606177721402
ANTANANARIVO,24h,0.34,34.0,0.03163599646243688
ANTANANARIVO,24h,0.35000000000000003,35.0,0.03292677180661141
ANTANANARIVO,24h,0.36,36.0,0.03452021182872712
ANTANANARIVO,24h,0.37,37.0,0.03617427603844482
ANTANANARIVO,24h,0.38,38.0,0.038065573165357004
ANTANANARIVO,24h,0.39,39.0,0.04094857473215156
ANTANANARIVO,24h,0.4,40.0,0.0441823720560692
ANTANANARIVO,24h,0.41000000000000003,41.0,0.0483787997685058
ANTANANARIVO,24h,0.42,42.0,0.0537427377115938
ANTANANARIVO,24h,0.43,43.0,0.06003228854620003
ANTANANARIVO,24h,0.44,44.0,0.06387918437666334
ANTANANARIVO,24h,0.45,45.0,0.0690947504407827
ANTANANARIVO,24h,0.46,46.0,0.07544779447880853
ANTANANARIVO,24h,0.47000000000000003,47.0,0.08319178809988755
ANTANANARIVO,24h,0.48,48.0,0.09634059939348182
ANTANANARIVO,24h,0.49,49.0,0.10663655208592705
ANTANANARIVO,24h,0.5,50.0,0.1190786966427606
ANTANANARIVO,24h,0.51,51.0,0.1355159246322671
ANTANANARIVO,24h,0.52,52.0,0.15607889198152106
ANTANANARIVO,24h,0.53,53.0,0.17149784680009172
ANTANANARIVO,24h,0.54,54.0,0.18547129700344409
ANTANANARIVO,24h,0.55,55.00000000000001,0.199298101652398
ANTANANARIVO,24h,0.56,56.00000000000001,0.21277625198367564
ANTANANARIVO,24h,0.5700000000000001,57.00000000000001,0.22287094429742937
ANTANANARIVO,24h,0.58,57.99999999999999,0.23312928920888876
ANTANANARIVO,24h,0.59,59.0,0.24339860141662034
ANTANANARIVO,24h,0.6,60.0,0.2519410329639858
ANTANANARIVO,24h,0.61,61.0,0.2593134260225352
ANTANANARIVO,24h,0.62,62.0,0.2678207904762053
ANTANANARIVO,24h,0.63,63.0,0.27609032322284477
ANTANANARIVO,24h,0.64,64.0,0.28472098205254387
ANTANANARIVO,24h,0.65,65.0,0.2954039397202752
ANTANANARIVO,24h,0.66,66.0,0.30338745088192387
ANTANANARIVO,24h,0.67,67.0,0.31237845055765984
ANTANANARIVO,24h,0.68,68.0,0.32123709529428396
ANTANANARIVO,24h,0.6900000000000001,69.0,0.32838219797157436
ANTANANARIVO,24h,0.7000000000000001,70.0,0.33506371419048625
ANTANANARIVO,24h,0.71,71.0,0.3418643023877874
ANTANANARIVO,24h,0.72,72.0,0.3473471170243334
ANTANANARIVO,24h,0.73,73.0,0.3540345455756638
ANTANANARIVO,24h,0.74,74.0,0.36158433992715916
ANTANANARIVO,24h,0.75,75.0,0.3699217211076301
ANTANANARIVO,24h,0.76,76.0,0.37874913159486634
ANTANANARIVO,24h,0.77,77.0,0.3878920575569274
ANTANANARIVO,24h,0.78,78.0,0.39957888955245635
ANTANANARIVO,24h,0.79,79.0,0.4081334806926362
ANTANANARIVO,24h,0.8,80.0,0.4199743689925741
ANTANANARIVO,24h,0.81,81.0,0.430064443874418
ANTANANARIVO,24h,0.8200000000000001,82.0,0.4411146184550182
ANTANANARIVO,24h,0.8300000000000001,83.0,0.4495409896844818
ANTANANARIVO,24h,0.84,84.0,0.4589124145414376
ANTANANARIVO,24h,0.85,85.0,0.4665786343097412
ANTANANARIVO,24h,0.86,86.0,0.47488101515915404
ANTANANARIVO,24h,0.87,87.0,0.4828276454566676
ANTANANARIVO,24h,0.88,88.0,0.4937328098142116
ANTANANARIVO,24h,0.89,89.0,0.5044670193574283
ANTANANARIVO,24h,0.9,90.0,0.5178591171467404
ANTANANARIVO,24h,0.91,91.0,0.5284109389698771
ANTANANARIVO,24h,0.92,92.0,0.5461375007782501
ANTANANARIVO,24h,0.93,93.0,0.5641550332414809
ANTANANARIVO,24h,0.9400000000000001,94.0,0.5811042335993335
ANTANANARIVO,24h,0.9500000000000001,95.0,0.5993718966716144
ANTANANARIVO,24h,0.96,96.0,0.6129252056828662
ANTANANARIVO,24h,0.97,97.0,0.6281806718336845
ANTANANARIVO,24h,0.98,98.0,0.6462322466681487
ANTANANARIVO,24h,0.99,99.0,0.6811143925519626
ANTANANARIVO,24h,1.0,100.0,0.7899155563721629
ANTSIRANANA,6h,0.0,0.0,0.0051483125893602
ANTSIRANANA,6h,0.01,1.0,0.0052634139159506
ANTSIRANANA,6h,0.02,2.0,0.0053190162460646
ANTSIRANANA,6h,0.03,3.0,0.00535550140990052
ANTSIRANANA,6h,0.04,4.0,0.0054083379567284
ANTSIRANANA,6h,0.05,5.0,0.0054880284223497
ANTSIRANANA,6h,0.06,6.0,0.0055859012410633
ANTSIRANANA,6h,0.07,7.000000000000001,0.005643103990859361
ANTSIRANANA,6h,0.08,8.0,0.0057014818147335
ANTSIRANANA,6h,0.09,9.0,0.0057449888509479
ANTSIRANANA,6h,0.1,10.0,0.0058059475574234
ANTSIRANANA,6h,0.11,11.0,0.0058377526616301
ANTSIRANANA,6h,0.12,12.0,0.0058761999819883
ANTSIRANANA,6h,0.13,13.0,0.0059093670842368
ANTSIRANANA,6h,0.14,14.000000000000002,0.0059122633509405
ANTSIRANANA,6h,0.15,15.0,0.0059360320344025
ANTSIRANANA,6h,0.16,16.0,0.005945688397646
ANTSIRANANA,6h,0.17,17.0,0.0059706182390762
ANTSIRANANA,6h,0.18,18.0,0.0060096751658788
ANTSIRANANA,6h,0.19,19.0,0.0060438131911491
ANTSIRANANA,6h,0.2,20.0,0.0060891274403225
ANTSIRANANA,6h,0.21,21.0,0.00613229634706688
ANTSIRANANA,6h,0.22,22.0,0.0061711165407512
ANTSIRANANA,6h,0.23,23.0,0.0062021172445899005
ANTSIRANANA,6h,0.24,24.0,0.00623526385414938
ANTSIRANANA,6h,0.25,25.0,0.0062712717210304
ANTSIRANANA,6h,0.26,26.0,0.0063244521811915
ANTSIRANANA,6h,0.27,27.0,0.00637011506876356
ANTSIRANANA,6h,0.28,28.000000000000004,0.00639842151105008
ANTSIRANANA,6h,0.29,28.999999999999996,0.0064448064423313
ANTSIRANANA,6h,0.3,30.0,0.0064786781625131
ANTSIRANANA,6h,0.31,31.0,0.00649473149324044
ANTSIRANANA,6h,0.32,32.0,0.0065296646490976
ANTSIRANANA,6h,0.33,33.0,0.0065316004996979
ANTSIRANANA,6h,0.34,34.0,0.0065663647168367
ANTSIRANANA,6h,0.35000000000000003,35.0,0.006625293534363601
ANTSIRANANA,6h,0.36,36.0,0.006662932759325
ANTSIRANANA,6h,0.37,37.0,0.0066926496885276
ANTSIRANANA,6h,0.38,38.0,0.0067294873797652
ANTSIRANANA,6h,0.39,39.0,0.0067317270596413
ANTSIRANANA,6h,0.4,40.0,0.0067759615668681
ANTSIRANANA,6h,0.41000000000000003,41.0,0.0068312410874686
ANTSIRANANA,6h,0.42,42.0,0.0068957460057886
ANTSIRANANA,6h,0.43,43.0,0.00694283779988808
ANTSIRANANA,6h,0.44,44.0,0.00699985557644482
ANTSIRANANA,6h,0.45,45.0,0.0070849560966864
ANTSIRANANA,6h,0.46,46.0,0.007165381601071361
ANTSIRANANA,6h,0.47000000000000003,47.0,0.007238493838497079
ANTSIRANANA,6h,0.48,48.0,0.0073361291738384
ANTSIRANANA,6h,0.49,49.0,0.0074124970556345
ANTSIRANANA,6h,0.5,50.0,0.0074658402091855
ANTSIRANANA,6h,0.51,51.0,0.0074964262952743
ANTSIRANANA,6h,0.52,52.0,0.0075422956513946
ANTSIRANANA,6h,0.53,53.0,0.0076028931727447
ANTSIRANANA,6h,0.54,54.0,0.0076868309129759
ANTSIRANANA,6h,0.55,55.00000000000001,0.0077607925224352
ANTSIRANANA,6h,0.56,56.00000000000001,0.0078240502539059
ANTSIRANANA,6h,0.5700000000000001,57.00000000000001,0.0078778737976232
ANTSIRANANA,6h,0.58,57.99999999999999,0.0079261555662956
ANTSIRANANA,6h,0.59,59.0,0.0079785555770723
ANTSIRANANA,6h,0.6,60.0,0.0081016125548475
ANTSIRANANA,6h,0.61,61.0,0.0082578439567015
ANTSIRANANA,6h,0.62,62.0,0.0084466286216995
ANTSIRANANA,6h,0.63,63.0,0.0086102327422919
ANTSIRANANA,6h,0.64,64.0,0.0088262340317098
ANTSIRANANA,6h,0.65,65.0,0.008966018505212
ANTSIRANANA,6h,0.66,66.0,0.009081855674807541
ANTSIRANANA,6h,0.67,67.0,0.009185957922762101
ANTSIRANANA,6h,0.68,68.0,0.00925458644692762
ANTSIRANANA,6h,0.6900000000000001,69.0,0.0093125691586708
ANTSIRANANA,6h,0.7000000000000001,70.0,0.0093602413373317
ANTSIRANANA,6h,0.71,71.0,0.0094746258138804
ANTSIRANANA,6h,0.72,72.0,0.00955431030443848
ANTSIRANANA,6h,0.73,73.0,0.00958609825463364
ANTSIRANANA,6h,0.74,74.0,0.0096423971654678
ANTSIRANANA,6h,0.75,75.0,0.0096842681498593
ANTSIRANANA,6h,0.76,76.0,0.0097256353440641
ANTSIRANANA,6h,0.77,77.0,0.00977735306388732
ANTSIRANANA,6h,0.78,78.0,0.0098529373590965
ANTSIRANANA,6h,0.79,79.0,0.0099028097511141
ANTSIRANANA,6h,0.8,80.0,0.0099605771972518
ANTSIRANANA,6h,0.81,81.0,0.0099863427161571
ANTSIRANANA,6h,0.8200000000000001,82.0,0.010087846968547
ANTSIRANANA,6h,0.8300000000000001,83.0,0.0102196143469827
ANTSIRANANA,6h,0.84,84.0,0.0103510153273557
ANTSIRANANA,6h,0.85,85.0,0.0105466106355176
ANTSIRANANA,6h,0.86,86.0,0.01073979967106402
ANTSIRANANA,6h,0.87,87.0,0.0109917124498535
ANTSIRANANA,6h,0.88,88.0,0.0112431550642749
ANTSIRANANA,6h,0.89,89.0,0.011487479372625283
ANTSIRANANA,6h,0.9,90.0,0.0117776408512727
ANTSIRANANA,6h,0.91,91.0,0.012008469046557122
ANTSIRANANA,6h,0.92,92.0,0.012279252160367
ANTSIRANANA,6h,0.93,93.0,0.01265463306632804
ANTSIRANANA,6h,0.9400000000000001,94.0,0.0129989964043433
ANTSIRANANA,6h,0.9500000000000001,95.0,0.0133157051709954
ANTSIRANANA,6h,0.96,96.0,0.0137604820397618
ANTSIRANANA,6h,0.97,97.0,0.014370884449456833
ANTSIRANANA,6h,0.98,98.0,0.015357547674004051
ANTSIRANANA,6h,0.99,99.0,0.01704546742201685
ANTSIRANANA,6h,1.0,100.0,0.0547971947910688
ANTSIRANANA,24h,0.0,0.0,0.0
ANTSIRANANA,24h,0.01,1.0,0.0
ANTSIRANANA,24h,0.02,2.0,0.0001567194478278
ANTSIRANANA,24h,0.03,3.0,0.0001567194478278
ANTSIRANANA,24h,0.04,4.0,0.0001567194478278
ANTSIRANANA,24h,0.05,5.0,0.0001567194478278
ANTSIRANANA,24h,0.06,6.0,0.0001567194478278
ANTSIRANANA,24h,0.07,7.000000000000001,0.0001567194478278
ANTSIRANANA,24h,0.08,8.0,0.0001567194478278
ANTSIRANANA,24h,0.09,9.0,0.0001567194478278
ANTSIRANANA,24h,0.1,10.0,0.0001567194478278
ANTSIRANANA,24h,0.11,11.0,0.0001567194478278
ANTSIRANANA,24h,0.12,12.0,0.0001567194478278
ANTSIRANANA,24h,0.13,13.0,0.0001567194478278
ANTSIRANANA,24h,0.14,14.000000000000002,0.0001567194478278
ANTSIRANANA,24h,0.15,15.0,0.0001567194478278
ANTSIRANANA,24h,0.16,16.0,0.0001567194478278
ANTSIRANANA,24h,0.17,17.0,0.0001567194478278
ANTSIRANANA,24h,0.18,18.0,0.0001567194478278
ANTSIRANANA,24h,0.19,19.0,0.0001567194478278
ANTSIRANANA,24h,0.2,20.0,0.0001567194478278
ANTSIRANANA,24h,0.21,21.0,0.0001567194478278
ANTSIRANANA,24h,0.22,22.0,0.0001567194478278
ANTSIRANANA,24h,0.23,23.0,0.0001567194478278
ANTSIRANANA,24h,0.24,24.0,0.0001567194478278
ANTSIRANANA,24h,0.25,25.0,0.0001567194478278
ANTSIRANANA,24h,0.26,26.0,0.0001567194478278
ANTSIRANANA,24h,0.27,27.0,0.0001567194478278
ANTSIRANANA,24h,0.28,28.000000000000004,0.0001567194478278
ANTSIRANANA,24h,0.29,28.999999999999996,0.0001567194478278
ANTSIRANANA,24h,0.3,30.0,0.0001567194478278
ANTSIRANANA,24h,0.31,31.0,0.0001567194478278
ANTSIRANANA,24h,0.32,32.0,0.0001567194478278
ANTSIRANANA,24h,0.33,33.0,0.0001567194478278
ANTSIRANANA,24h,0.34,34.0,0.0001567194478278
ANTSIRANANA,24h,0.35000000000000003,35.0,0.0001567194478278
ANTSIRANANA,24h,0.36,36.0,0.0001567194478278
ANTSIRANANA,24h,0.37,37.0,0.0001567194478278
ANTSIRANANA,24h,0.38,38.0,0.0001567194478278
ANTSIRANANA,24h,0.39,39.0,0.0001567194478278
ANTSIRANANA,24h,0.4,40.0,0.0001567194478278
ANTSIRANANA,24h,0.41000000000000003,41.0,0.0001567194478278
ANTSIRANANA,24h,0.42,42.0,0.0001567194478278
ANTSIRANANA,24h,0.43,43.0,0.0001567194478278
ANTSIRANANA,24h,0.44,44.0,0.0001567194478278
ANTSIRANANA,24h,0.45,45.0,0.0001567194478278
ANTSIRANANA,24h,0.46,46.0,0.0001567194478278
ANTSIRANANA,24h,0.47000000000000003,47.0,0.0001567194478278
ANTSIRANANA,24h,0.48,48.0,0.0001567194478278
ANTSIRANANA,24h,0.49,49.0,0.0001567194478278
ANTSIRANANA,24h,0.5,50.0,0.0001567194478278
ANTSIRANANA,24h,0.51,51.0,0.0001567194478278
ANTSIRANANA,24h,0.52,52.0,0.0001567194478278
ANTSIRANANA,24h,0.53,53.0,0.0001567194478278
ANTSIRANANA,24h,0.54,54.0,0.0001567194478278
ANTSIRANANA,24h,0.55,55.00000000000001,0.0001567194478278
ANTSIRANANA,24h,0.56,56.00000000000001,0.0001567194478278
ANTSIRANANA,24h,0.5700000000000001,57.00000000000001,0.0001567194478278
ANTSIRANANA,24h,0.58,57.99999999999999,0.0001567194478278
ANTSIRANANA,24h,0.59,59.0,0.0001567194478278
ANTSIRANANA,24h,0.6,60.0,0.0001567194478278
ANTSIRANANA,24h,0.61,61.0,0.0001567194478278
ANTSIRANANA,24h,0.62,62.0,0.0008361951485418
ANTSIRANANA,24h,0.63,63.0,0.0009256437506166
ANTSIRANANA,24h,0.64,64.0,0.0009929145963696
ANTSIRANANA,24h,0.65,65.0,0.0009929145963696
ANTSIRANANA,24h,0.66,66.0,0.0010212577502214
ANTSIRANANA,24h,0.67,67.0,0.0013512320706141
ANTSIRANANA,24h,0.68,68.0,0.0013512320706141
ANTSIRANANA,24h,0.6900000000000001,69.0,0.0013538520643153
ANTSIRANANA,24h,0.7000000000000001,70.0,0.0013538520643153
ANTSIRANANA,24h,0.71,71.0,0.0013538520643153
ANTSIRANANA,24h,0.72,72.0,0.0013538520643153
ANTSIRANANA,24h,0.73,73.0,0.0013549802544975
ANTSIRANANA,24h,0.74,74.0,0.0013549802544975
ANTSIRANANA,24h,0.75,75.0,0.0013549802544975
ANTSIRANANA,24h,0.76,76.0,0.0014095025051181
ANTSIRANANA,24h,0.77,77.0,0.0014095025051181
ANTSIRANANA,24h,0.78,78.0,0.0014095025051181
ANTSIRANANA,24h,0.79,79.0,0.001809622039789
ANTSIRANANA,24h,0.8,80.0,0.0020067327209895
ANTSIRANANA,24h,0.81,81.0,0.002187427219156
ANTSIRANANA,24h,0.8200000000000001,82.0,0.0021888267274892
ANTSIRANANA,24h,0.8300000000000001,83.0,0.0021900472128571
ANTSIRANANA,24h,0.84,84.0,0.0021911754030394
ANTSIRANANA,24h,0.85,85.0,0.0022456976536599
ANTSIRANANA,24h,0.86,86.0,0.002552112870985
ANTSIRANANA,24h,0.87,87.0,0.002552112870985
ANTSIRANANA,24h,0.88,88.0,0.002552112870985
ANTSIRANANA,24h,0.89,89.0,0.0026216748003461
ANTSIRANANA,24h,0.9,90.0,0.0027062123251117
ANTSIRANANA,24h,0.91,91.0,0.0030067546562764
ANTSIRANANA,24h,0.92,92.0,0.0031062110815848
ANTSIRANANA,24h,0.93,93.0,0.0035400587981033
ANTSIRANANA,24h,0.9400000000000001,94.0,0.0039410067217935
ANTSIRANANA,24h,0.9500000000000001,95.0,0.0043418186295841
ANTSIRANANA,24h,0.96,96.0,0.0051758571717478
ANTSIRANANA,24h,0.97,97.0,0.0065284887506951
ANTSIRANANA,24h,0.98,98.0,0.008704442406346928
ANTSIRANANA,24h,0.99,99.0,0.0153319847338844
ANTSIRANANA,24h,1.0,100.0,0.0327694444237302
FIANARANTSOA,6h,0.0,0.0,0.0041139556046172
FIANARANTSOA,6h,0.01,1.0,0.0041591436338416
FIANARANTSOA,6h,0.02,2.0,0.0041613333636103
FIANARANTSOA,6h,0.03,3.0,0.0041770252622986
FIANARANTSOA,6h,0.04,4.0,0.0041926870732169
FIANARANTSOA,6h,0.05,5.0,0.0041926870732169
FIANARANTSOA,6h,0.06,6.0,0.0042152206403081
FIANARANTSOA,6h,0.07,7.000000000000001,0.0042226446892024
FIANARANTSOA,6h,0.08,8.0,0.0042384080918333
FIANARANTSOA,6h,0.09,9.0,0.0042524418058304
FIANARANTSOA,6h,0.1,10.0,0.0042681337045187
FIANARANTSOA,6h,0.11,11.0,0.0042955468903384
FIANARANTSOA,6h,0.12,12.0,0.0043263813574561
FIANARANTSOA,6h,0.13,13.0,0.0043758114581857
FIANARANTSOA,6h,0.14,14.000000000000002,0.0044203326299256
FIANARANTSOA,6h,0.15,15.0,0.0044427887882747
FIANARANTSOA,6h,0.16,16.0,0.0044472634143588
FIANARANTSOA,6h,0.17,17.0,0.00447469972643286
FIANARANTSOA,6h,0.18,18.0,0.0044896000992471
FIANARANTSOA,6h,0.19,19.0,0.0045101028536351
FIANARANTSOA,6h,0.2,20.0,0.0045403087974073
FIANARANTSOA,6h,0.21,21.0,0.00457212694537016
FIANARANTSOA,6h,0.22,22.0,0.0046310438347311
FIANARANTSOA,6h,0.23,23.0,0.00466283447050082
FIANARANTSOA,6h,0.24,24.0,0.0046879479070908
FIANARANTSOA,6h,0.25,25.0,0.0047447492363453
FIANARANTSOA,6h,0.26,26.0,0.0047519690864504
