Province,horizon,quantile,percentile,score_value
TOAMASINA,6h,1.0,100.0,0.970002094298617
TOAMASINA,24h,0.0,0.0,0.1925880787240282
TOAMASINA,24h,0.01,1.0,0.21893347956686915
TOAMASINA,24h,0.02,2.0,0.22899077745784227
TOAMASINA,24h,0.03,3.0,0.23966984481231635
TOAMASINA,24h,0.04,4.0,0.24916003945517975
TOAMASINA,24h,0.05,5.0,0.2561350018314491
TOAMASINA,24h,0.06,6.0,0.26166344052040935
TOAMASINA,24h,0.07,7.000000000000001,0.2670103912571248
TOAMASINA,24h,0.08,8.0,0.27137778776890636
TOAMASINA,24h,0.09,9.0,0.2761097652899147
TOAMASINA,24h,0.1,10.0,0.2805401551105262
TOAMASINA,24h,0.11,11.0,0.2853285899090246
TOAMASINA,24h,0.12,12.0,0.28991151719082664
TOAMASINA,24h,0.13,13.0,0.29400025325332446
TOAMASINA,24h,0.14,14.000000000000002,0.29738572106120625
TOAMASINA,24h,0.15,15.0,0.3010842261436465
TOAMASINA,24h,0.16,16.0,0.3045218911719427
TOAMASINA,24h,0.17,17.0,0.30734997062705927
TOAMASINA,24h,0.18,18.0,0.31052708983580557
TOAMASINA,24h,0.19,19.0,0.31362316056246975
TOAMASINA,24h,0.2,20.0,0.3169876221671973
TOAMASINA,24h,0.21,21.0,0.32026306331399335
TOAMASINA,24h,0.22,22.0,0.32304045539121484
TOAMASINA,24h,0.23,23.0,0.32653694093801655
TOAMASINA,24h,0.24,24.0,0.32941154974345216
TOAMASINA,24h,0.25,25.0,0.3323510871799862
TOAMASINA,24h,0.26,26.0,0.33466340893990476
TOAMASINA,24h,0.27,27.0,0.33690756612466183
TOAMASINA,24h,0.28,28.000000000000004,0.33978027458432136
TOAMASINA,24h,0.29,28.999999999999996,0.34213761394342823
TOAMASINA,24h,0.3,30.0,0.3446159660221453
TOAMASINA,24h,0.31,31.0,0.346941221407504
TOAMASINA,24h,0.32,32.0,0.34937681508273494
TOAMASINA,24h,0.33,33.0,0.35229823946537375
TOAMASINA,24h,0.34,34.0,0.3544773340049447
TOAMASINA,24h,0.35000000000000003,35.0,0.3569087237972576
TOAMASINA,24h,0.36,36.0,0.3592300724060627
TOAMASINA,24h,0.37,37.0,0.3625260432061381
TOAMASINA,24h,0.38,38.0,0.36616408969887815
TOAMASINA,24h,0.39,39.0,0.36957647519784703
TOAMASINA,24h,0.4,40.0,0.3738531401507197
TOAMASINA,24h,0.41000000000000003,41.0,0.37724418607074234
TOAMASINA,24h,0.42,42.0,0.38112782393319256
TOAMASINA,24h,0.43,43.0,0.3853055796049358
TOAMASINA,24h,0.44,44.0,0.39036948837885105
TOAMASINA,24h,0.45,45.0,0.39497374173032
TOAMASINA,24h,0.46,46.0,0.3998368174256171
TOAMASINA,24h,0.47000000000000003,47.0,0.40555838518332454
TOAMASINA,24h,0.48,48.0,0.4105477539965649
TOAMASINA,24h,0.49,49.0,0.41440534072436785
TOAMASINA,24h,0.5,50.0,0.4196857534849193
TOAMASINA,24h,0.51,51.0,0.42430756647749646
TOAMASINA,24h,0.52,52.0,0.43106661037119826
TOAMASINA,24h,0.53,53.0,0.43801200815616204
TOAMASINA,24h,0.54,54.0,0.4437819792265693
TOAMASINA,24h,0.55,55.00000000000001,0.4490750618510334
TOAMASINA,24h,0.56,56.00000000000001,0.4529908087741706
TOAMASINA,24h,0.5700000000000001,57.00000000000001,0.4596435345289035
TOAMASINA,24h,0.58,57.99999999999999,0.4631267931094879
TOAMASINA,24h,0.59,59.0,0.46707454811398924
TOAMASINA,24h,0.6,60.0,0.4714175997085467
TOAMASINA,24h,0.61,61.0,0.4740222271493021
TOAMASINA,24h,0.62,62.0,0.47709881973072105
TOAMASINA,24h,0.63,63.0,0.47988026580539156
TOAMASINA,24h,0.64,64.0,0.4823654215303619
TOAMASINA,24h,0.65,65.0,0.4852171820037378
TOAMASINA,24h,0.66,66.0,0.48817543492727555
TOAMASINA,24h,0.67,67.0,0.4906248851124079
TOAMASINA,24h,0.68,68.0,0.49352201476721846
TOAMASINA,24h,0.6900000000000001,69.0,0.4965015211566695
TOAMASINA,24h,0.7000000000000001,70.0,0.4995176855404017
TOAMASINA,24h,0.71,71.0,0.5020543923279186
TOAMASINA,24h,0.72,72.0,0.5051276185800355
TOAMASINA,24h,0.73,73.0,0.5075250735623384
TOAMASINA,24h,0.74,74.0,0.5105299171301081
TOAMASINA,24h,0.75,75.0,0.5135702271510075
TOAMASINA,24h,0.76,76.0,0.5166036792194872
TOAMASINA,24h,0.77,77.0,0.5201266459235354
TOAMASINA,24h,0.78,78.0,0.52322715303837
TOAMASINA,24h,0.79,79.0,0.5263235297161014
TOAMASINA,24h,0.8,80.0,0.5300577243136524
TOAMASINA,24h,0.81,81.0,0.5339017481205413
TOAMASINA,24h,0.8200000000000001,82.0,0.5376047807874661
TOAMASINA,24h,0.8300000000000001,83.0,0.5415533552724812
TOAMASINA,24h,0.84,84.0,0.5451326494848543
TOAMASINA,24h,0.85,85.0,0.5489189047094853
TOAMASINA,24h,0.86,86.0,0.5523063644755392
TOAMASINA,24h,0.87,87.0,0.5566216309006861
TOAMASINA,24h,0.88,88.0,0.5613616858662285
TOAMASINA,24h,0.89,89.0,0.5655494138011146
TOAMASINA,24h,0.9,90.0,0.5696726058174667
TOAMASINA,24h,0.91,91.0,0.5736292921322189
TOAMASINA,24h,0.92,92.0,0.5772804017171912
TOAMASINA,24h,0.93,93.0,0.5823264067806793
TOAMASINA,24h,0.9400000000000001,94.0,0.5874770133775051
TOAMASINA,24h,0.9500000000000001,95.0,0.5920693449799067
TOAMASINA,24h,0.96,96.0,0.5973515862817195
TOAMASINA,24h,0.97,97.0,0.6056939615456366
TOAMASINA,24h,0.98,98.0,0.6168895630469448
TOAMASINA,24h,0.99,99.0,0.6340285817265505
TOAMASINA,24h,1.0,100.0,0.7160128728107866
TOLIARY,6h,0.0,0.0,0.0054894850120673
TOLIARY,6h,0.01,1.0,0.0055819415511643
TOLIARY,6h,0.02,2.0,0.0056177342721585
TOLIARY,6h,0.03,3.0,0.0056472789020557
TOLIARY,6h,0.04,4.0,0.0056584376488048
TOLIARY,6h,0.05,5.0,0.0056804734998415
TOLIARY,6h,0.06,6.0,0.0057001521082312
TOLIARY,6h,0.07,7.000000000000001,0.0057302740282454395
TOLIARY,6h,0.08,8.0,0.0057563145251729
TOLIARY,6h,0.09,9.0,0.00585964191057574
TOLIARY,6h,0.1,10.0,0.0059302134203355
TOLIARY,6h,0.11,11.0,0.0059302134203355
TOLIARY,6h,0.12,12.0,0.0060541076642902
TOLIARY,6h,0.13,13.0,0.0061124665624567
TOLIARY,6h,0.14,14.000000000000002,0.00613999124574442
TOLIARY,6h,0.15,15.0,0.006169032416564
TOLIARY,6h,0.16,16.0,0.0061801757283251
TOLIARY,6h,0.17,17.0,0.006201777704746179
TOLIARY,6h,0.18,18.0,0.0062168850642832
TOLIARY,6h,0.19,19.0,0.0062444590121877
TOLIARY,6h,0.2,20.0,0.0062725167100631
TOLIARY,6h,0.21,21.0,0.0063069357085843
TOLIARY,6h,0.22,22.0,0.00633060300730436
TOLIARY,6h,0.23,23.0,0.006355353259103
TOLIARY,6h,0.24,24.0,0.00638304615539698
TOLIARY,6h,0.25,25.0,0.0063999122866229
TOLIARY,6h,0.26,26.0,0.006430554664957
TOLIARY,6h,0.27,27.0,0.0064436874721974
TOLIARY,6h,0.28,28.000000000000004,0.0064741629227891
TOLIARY,6h,0.29,28.999999999999996,0.0064916234329663
TOLIARY,6h,0.3,30.0,0.0064916234329663
TOLIARY,6h,0.31,31.0,0.0065079662576495
TOLIARY,6h,0.32,32.0,0.0065499449228171
TOLIARY,6h,0.33,33.0,0.0066519168418623
TOLIARY,6h,0.34,34.0,0.0067346326471991
TOLIARY,6h,0.35000000000000003,35.0,0.0067346326471991
TOLIARY,6h,0.36,36.0,0.006802448344895
TOLIARY,6h,0.37,37.0,0.0069638336801279
TOLIARY,6h,0.38,38.0,0.0069902551704377
TOLIARY,6h,0.39,39.0,0.00701733219242052
TOLIARY,6h,0.4,40.0,0.0070413180562025
TOLIARY,6h,0.41000000000000003,41.0,0.0070573627891261
TOLIARY,6h,0.42,42.0,0.0070763307074416595
TOLIARY,6h,0.43,43.0,0.00710486407633464
TOLIARY,6h,0.44,44.0,0.00712944617291654
TOLIARY,6h,0.45,45.0,0.0071688767418614
TOLIARY,6h,0.46,46.0,0.0072506761620026
TOLIARY,6h,0.47000000000000003,47.0,0.0073578956517743
TOLIARY,6h,0.48,48.0,0.0075580619732007
TOLIARY,6h,0.49,49.0,0.0076756768780626
TOLIARY,6h,0.5,50.0,0.0076756768780626
TOLIARY,6h,0.51,51.0,0.0077041939144346
TOLIARY,6h,0.52,52.0,0.0077041939144346
TOLIARY,6h,0.53,53.0,0.0077467343417456
TOLIARY,6h,0.54,54.0,0.0078228209723339
TOLIARY,6h,0.55,55.00000000000001,0.0078722739738602
TOLIARY,6h,0.56,56.00000000000001,0.00790632387494546
TOLIARY,6h,0.5700000000000001,57.00000000000001,0.0079566465988294
TOLIARY,6h,0.58,57.99999999999999,0.0079944512302615
TOLIARY,6h,0.59,59.0,0.0080483990542922
TOLIARY,6h,0.6,60.0,0.0081561721056401
TOLIARY,6h,0.61,61.0,0.0083193067705441
TOLIARY,6h,0.62,62.0,0.008709609388462778
TOLIARY,6h,0.63,63.0,0.0088433684098751
TOLIARY,6h,0.64,64.0,0.0088889176220194
TOLIARY,6h,0.65,65.0,0.0089454189628206
TOLIARY,6h,0.66,66.0,0.0089987026372917
TOLIARY,6h,0.67,67.0,0.00905579076531198
TOLIARY,6h,0.68,68.0,0.009269690411901343
TOLIARY,6h,0.6900000000000001,69.0,0.009621640880271426
TOLIARY,6h,0.7000000000000001,70.0,0.0097174018629402
TOLIARY,6h,0.71,71.0,0.009758501096938
TOLIARY,6h,0.72,72.0,0.009758501096938
TOLIARY,6h,0.73,73.0,0.0098279587305038
TOLIARY,6h,0.74,74.0,0.0098666395122434
TOLIARY,6h,0.75,75.0,0.0099479531724281
TOLIARY,6h,0.76,76.0,0.0099776644621484
TOLIARY,6h,0.77,77.0,0.0100233032731913
TOLIARY,6h,0.78,78.0,0.01007515393763656
TOLIARY,6h,0.79,79.0,0.0102056228939221
TOLIARY,6h,0.8,80.0,0.0106345041876081
TOLIARY,6h,0.81,81.0,0.0113052304138036
TOLIARY,6h,0.8200000000000001,82.0,0.0114484584317949
TOLIARY,6h,0.8300000000000001,83.0,0.0115788088372126
TOLIARY,6h,0.84,84.0,0.011729082175567
TOLIARY,6h,0.85,85.0,0.011729082175567
TOLIARY,6h,0.86,86.0,0.0117767520643176
TOLIARY,6h,0.87,87.0,0.0118668265452924
TOLIARY,6h,0.88,88.0,0.0119338568686262
TOLIARY,6h,0.89,89.0,0.0120855137084462
TOLIARY,6h,0.9,90.0,0.0121941932637807
TOLIARY,6h,0.91,91.0,0.0127213611025504
TOLIARY,6h,0.92,92.0,0.0128503220122786
TOLIARY,6h,0.93,93.0,0.0129943511763977
TOLIARY,6h,0.9400000000000001,94.0,0.0131683325972408
TOLIARY,6h,0.9500000000000001,95.0,0.0137223376726328
TOLIARY,6h,0.96,96.0,0.0153777335310721
TOLIARY,6h,0.97,97.0,0.0158342457015651
TOLIARY,6h,0.98,98.0,0.02007140171478609
TOLIARY,6h,0.99,99.0,0.024283780411980652
TOLIARY,6h,1.0,100.0,0.041124277319517
TOLIARY,24h,0.0,0.0,0.0
TOLIARY,24h,0.01,1.0,0.0
TOLIARY,24h,0.02,2.0,0.0
TOLIARY,24h,0.03,3.0,0.0
TOLIARY,24h,0.04,4.0,0.0
TOLIARY,24h,0.05,5.0,0.0
TOLIARY,24h,0.06,6.0,0.0
TOLIARY,24h,0.07,7.000000000000001,0.0
TOLIARY,24h,0.08,8.0,0.0
TOLIARY,24h,0.09,9.0,0.0
TOLIARY,24h,0.1,10.0,0.0
TOLIARY,24h,0.11,11.0,0.0
TOLIARY,24h,0.12,12.0,0.0
TOLIARY,24h,0.13,13.0,0.0
TOLIARY,24h,0.14,14.000000000000002,0.0
TOLIARY,24h,0.15,15.0,0.0
TOLIARY,24h,0.16,16.0,0.0
TOLIARY,24h,0.17,17.0,0.0
TOLIARY,24h,0.18,18.0,0.0
TOLIARY,24h,0.19,19.0,0.0
TOLIARY,24h,0.2,20.0,0.0
TOLIARY,24h,0.21,21.0,0.0
TOLIARY,24h,0.22,22.0,0.0
TOLIARY,24h,0.23,23.0,0.0
TOLIARY,24h,0.24,24.0,0.0
TOLIARY,24h,0.25,25.0,0.0
TOLIARY,24h,0.26,26.0,0.0
TOLIARY,24h,0.27,27.0,0.0
TOLIARY,24h,0.28,28.000000000000004,0.0
TOLIARY,24h,0.29,28.999999999999996,0.0
TOLIARY,24h,0.3,30.0,0.0
TOLIARY,24h,0.31,31.0,0.0
TOLIARY,24h,0.32,32.0,0.0
TOLIARY,24h,0.33,33.0,0.0
TOLIARY,24h,0.34,34.0,0.0
TOLIARY,24h,0.35000000000000003,35.0,0.0
TOLIARY,24h,0.36,36.0,0.0
TOLIARY,24h,0.37,37.0,0.0
TOLIARY,24h,0.38,38.0,0.0
TOLIARY,24h,0.39,39.0,0.0
TOLIARY,24h,0.4,40.0,0.0
TOLIARY,24h,0.41000000000000003,41.0,0.0
TOLIARY,24h,0.42,42.0,0.0
TOLIARY,24h,0.43,43.0,0.0
TOLIARY,24h,0.44,44.0,0.0
TOLIARY,24h,0.45,45.0,0.0
TOLIARY,24h,0.46,46.0,0.0
TOLIARY,24h,0.47000000000000003,47.0,0.0
TOLIARY,24h,0.48,48.0,0.0
TOLIARY,24h,0.49,49.0,0.0
TOLIARY,24h,0.5,50.0,0.0
TOLIARY,24h,0.51,51.0,0.0
TOLIARY,24h,0.52,52.0,0.0
TOLIARY,24h,0.53,53.0,0.0
TOLIARY,24h,0.54,54.0,0.0
TOLIARY,24h,0.55,55.00000000000001,0.0
TOLIARY,24h,0.56,56.00000000000001,0.0
TOLIARY,24h,0.5700000000000001,57.00000000000001,0.0
TOLIARY,24h,0.58,57.99999999999999,0.0
TOLIARY,24h,0.59,59.0,0.0
TOLIARY,24h,0.6,60.0,0.0
TOLIARY,24h,0.61,61.0,0.0
TOLIARY,24h,0.62,62.0,0.0001486672426482
TOLIARY,24h,0.63,63.0,0.0009847328244274
TOLIARY,24h,0.64,64.0,0.0010894339002547
TOLIARY,24h,0.65,65.0,0.0012381011429029
TOLIARY,24h,0.66,66.0,0.0012381011429029
TOLIARY,24h,0.67,67.0,0.0012381011429029
TOLIARY,24h,0.68,68.0,0.0012381011429029
TOLIARY,24h,0.6900000000000001,69.0,0.0012381011429029
TOLIARY,24h,0.7000000000000001,70.0,0.0012692264542547
TOLIARY,24h,0.71,71.0,0.0012692264542547
TOLIARY,24h,0.72,72.0,0.0012865105908584
TOLIARY,24h,0.73,73.0,0.0012865105908584
TOLIARY,24h,0.74,74.0,0.0016264637002341
TOLIARY,24h,0.75,75.0,0.0016946564885496
TOLIARY,24h,0.76,76.0,0.0017165043756933
TOLIARY,24h,0.77,77.0,0.0022579974790208368
TOLIARY,24h,0.78,78.0,0.0025073275971577
TOLIARY,24h,0.79,79.0,0.0025246117337613
TOLIARY,24h,0.8,80.0,0.0027399267607426
TOLIARY,24h,0.81,81.0,0.0031487783652027
TOLIARY,24h,0.8200000000000001,82.0,0.0032219769382755
TOLIARY,24h,0.8300000000000001,83.0,0.00351033429413
TOLIARY,24h,0.84,84.0,0.0036497456805748
TOLIARY,24h,0.85,85.0,0.003740180250632
TOLIARY,24h,0.86,86.0,0.0039434951666056
TOLIARY,24h,0.87,87.0,0.0044600780811784
TOLIARY,24h,0.88,88.0,0.0046918911251793
TOLIARY,24h,0.89,89.0,0.0050266627735989
TOLIARY,24h,0.9,90.0,0.0052501960918717
TOLIARY,24h,0.91,91.0,0.005641455904426909
TOLIARY,24h,0.92,92.0,0.0060113955980264
TOLIARY,24h,0.93,93.0,0.0063220694611841
TOLIARY,24h,0.9400000000000001,94.0,0.006931008106524
TOLIARY,24h,0.9500000000000001,95.0,0.0076802053983188
TOLIARY,24h,0.96,96.0,0.0086136401279269
TOLIARY,24h,0.97,97.0,0.0089326332821708
TOLIARY,24h,0.98,98.0,0.0101989030015009
TOLIARY,24h,0.99,99.0,0.01081756226204724
TOLIARY,24h,1.0,100.0,0.0148173983279073
